case_id,activity,timestamp,resource,document,detail,source,due_date,customer,customer_country,salesperson,warehouse,order_amount,currency,products
S00119,Quotation created,2025-11-03T07:32:07+00:00,Sophie Lambert,S00119,,history,,Tearoom Duinen,Belgium,Sophie Lambert,Brussels DC,108.00,EUR,Vanilla Syrup 1L
S00119,Quotation sent,2025-11-03T11:20:50+00:00,Sophie Lambert,S00119,,history,,Tearoom Duinen,Belgium,Sophie Lambert,Brussels DC,108.00,EUR,Vanilla Syrup 1L
S00119,Order cancelled,2025-12-08T07:22:11+00:00,Sophie Lambert,S00119,,history,,Tearoom Duinen,Belgium,Sophie Lambert,Brussels DC,108.00,EUR,Vanilla Syrup 1L
S00120,Quotation created,2025-11-03T09:30:14+00:00,Sophie Lambert,S00120,,history,,Office Hub Leuven,Belgium,Sophie Lambert,Brussels DC,3100.00,EUR,Descaler Tablets x10; Espresso Machine Pro
S00120,Quotation sent,2025-11-03T11:23:10+00:00,Sophie Lambert,S00120,,history,,Office Hub Leuven,Belgium,Sophie Lambert,Brussels DC,3100.00,EUR,Descaler Tablets x10; Espresso Machine Pro
S00120,Order confirmed,2025-11-10T07:55:37+00:00,Sophie Lambert,S00120,,history,,Office Hub Leuven,Belgium,Sophie Lambert,Brussels DC,3100.00,EUR,Descaler Tablets x10; Espresso Machine Pro
S00120,Order cancelled,2025-11-11T07:08:55+00:00,Sophie Lambert,S00120,,history,,Office Hub Leuven,Belgium,Sophie Lambert,Brussels DC,3100.00,EUR,Descaler Tablets x10; Espresso Machine Pro
S00121,Quotation created,2025-11-03T10:28:00+00:00,Sophie Lambert,S00121,,history,,Brasserie du Canal,Belgium,Sophie Lambert,Brussels DC,1034.00,EUR,Coffee Grinder Compact; Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00121,Quotation sent,2025-11-03T10:52:17+00:00,Sophie Lambert,S00121,,history,,Brasserie du Canal,Belgium,Sophie Lambert,Brussels DC,1034.00,EUR,Coffee Grinder Compact; Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00121,Order confirmed,2025-11-05T11:10:52+00:00,Sophie Lambert,S00121,,history,,Brasserie du Canal,Belgium,Sophie Lambert,Brussels DC,1034.00,EUR,Coffee Grinder Compact; Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00121,Goods shipped,2025-11-06T16:05:14+00:00,Marc Dubois,BRU/OUT/00053,,history,,Brasserie du Canal,Belgium,Sophie Lambert,Brussels DC,1034.00,EUR,Coffee Grinder Compact; Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00121,Invoice posted,2025-11-10T10:00:45+00:00,Julie Martin,INV/2025/00105,,history,2025-12-10,Brasserie du Canal,Belgium,Sophie Lambert,Brussels DC,1034.00,EUR,Coffee Grinder Compact; Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00122,Quotation created,2025-11-03T11:10:10+00:00,Kasia Nowak,S00122,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,87.00,EUR,Decaf Colombia Beans 1kg; Vanilla Syrup 1L
S00122,Quotation sent,2025-11-03T15:30:22+00:00,Kasia Nowak,S00122,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,87.00,EUR,Decaf Colombia Beans 1kg; Vanilla Syrup 1L
S00122,Order confirmed,2025-11-05T07:05:16+00:00,Kasia Nowak,S00122,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,87.00,EUR,Decaf Colombia Beans 1kg; Vanilla Syrup 1L
S00122,Invoice posted,2025-11-05T13:29:09+00:00,Anna Kowalczyk,INV/2025/00094,,history,2025-12-05,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,87.00,EUR,Decaf Colombia Beans 1kg; Vanilla Syrup 1L
S00122,Goods shipped,2025-11-06T07:40:19+00:00,Ola Wiśniewska,WAW/OUT/00048,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,87.00,EUR,Decaf Colombia Beans 1kg; Vanilla Syrup 1L
S00122,Credit note posted,2025-11-17T08:44:59+00:00,Anna Kowalczyk,RINV/2025/00009,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,87.00,EUR,Decaf Colombia Beans 1kg; Vanilla Syrup 1L
S00123,Quotation created,2025-11-03T14:26:58+00:00,Sophie Lambert,S00123,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,564.00,EUR,House Blend Beans 1kg; Vanilla Syrup 1L
S00123,Order confirmed,2025-11-04T15:41:18+00:00,Sophie Lambert,S00123,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,564.00,EUR,House Blend Beans 1kg; Vanilla Syrup 1L
S00123,Goods shipped,2025-11-05T07:57:50+00:00,Marc Dubois,BRU/OUT/00052,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,564.00,EUR,House Blend Beans 1kg; Vanilla Syrup 1L
S00123,Invoice posted,2025-11-06T09:45:02+00:00,Julie Martin,INV/2025/00095,,history,2025-12-06,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,564.00,EUR,House Blend Beans 1kg; Vanilla Syrup 1L
S00123,Credit note posted,2025-11-11T09:03:52+00:00,Julie Martin,RINV/2025/00005,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,564.00,EUR,House Blend Beans 1kg; Vanilla Syrup 1L
S00123,Payment received,2025-12-01T07:20:21+00:00,Julie Martin,INV/2025/00095,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,564.00,EUR,House Blend Beans 1kg; Vanilla Syrup 1L
S00124,Quotation created,2025-11-03T14:32:32+00:00,Sophie Lambert,S00124,,history,,Espresso Point Wavre,Belgium,Sophie Lambert,Brussels DC,228.00,EUR,Chai Latte Mix 1kg
S00124,Quotation sent,2025-11-04T07:47:24+00:00,Sophie Lambert,S00124,,history,,Espresso Point Wavre,Belgium,Sophie Lambert,Brussels DC,228.00,EUR,Chai Latte Mix 1kg
S00124,Order confirmed,2025-11-06T07:37:33+00:00,Sophie Lambert,S00124,,history,,Espresso Point Wavre,Belgium,Sophie Lambert,Brussels DC,228.00,EUR,Chai Latte Mix 1kg
S00124,Goods shipped,2025-11-10T07:38:03+00:00,Marc Dubois,BRU/OUT/00058,,history,,Espresso Point Wavre,Belgium,Sophie Lambert,Brussels DC,228.00,EUR,Chai Latte Mix 1kg
S00124,Invoice posted,2025-11-11T13:46:08+00:00,Julie Martin,INV/2025/00109,,history,2025-12-11,Espresso Point Wavre,Belgium,Sophie Lambert,Brussels DC,228.00,EUR,Chai Latte Mix 1kg
S00124,Payment received,2025-12-18T07:16:24+00:00,Julie Martin,INV/2025/00109,,history,,Espresso Point Wavre,Belgium,Sophie Lambert,Brussels DC,228.00,EUR,Chai Latte Mix 1kg
S00125,Quotation created,2025-11-03T14:40:23+00:00,Tom Peeters,S00125,,history,,Bakkerij Zuid,Belgium,Tom Peeters,Brussels DC,90.00,EUR,Espresso Beans Brazil 1kg
S00125,Quotation sent,2025-11-04T07:46:50+00:00,Tom Peeters,S00125,,history,,Bakkerij Zuid,Belgium,Tom Peeters,Brussels DC,90.00,EUR,Espresso Beans Brazil 1kg
S00125,Order confirmed,2025-11-06T07:35:24+00:00,Tom Peeters,S00125,,history,,Bakkerij Zuid,Belgium,Tom Peeters,Brussels DC,90.00,EUR,Espresso Beans Brazil 1kg
S00125,Goods shipped,2025-11-07T07:55:42+00:00,Marc Dubois,BRU/OUT/00057,,history,,Bakkerij Zuid,Belgium,Tom Peeters,Brussels DC,90.00,EUR,Espresso Beans Brazil 1kg
S00125,Invoice posted,2025-11-07T13:11:45+00:00,Julie Martin,INV/2025/00102,,history,2025-12-07,Bakkerij Zuid,Belgium,Tom Peeters,Brussels DC,90.00,EUR,Espresso Beans Brazil 1kg
S00125,Payment received,2025-12-01T07:18:40+00:00,Julie Martin,INV/2025/00102,,history,,Bakkerij Zuid,Belgium,Tom Peeters,Brussels DC,90.00,EUR,Espresso Beans Brazil 1kg
S00126,Quotation created,2025-11-03T16:10:12+00:00,Piotr Zieliński,S00126,,history,,Biurowiec Mokotowska,Poland,Piotr Zieliński,Warsaw DC,124.00,EUR,Chai Latte Mix 1kg; Espresso Beans Ethiopia 1kg
S00126,Order confirmed,2025-11-11T07:22:32+00:00,Piotr Zieliński,S00126,,history,,Biurowiec Mokotowska,Poland,Piotr Zieliński,Warsaw DC,124.00,EUR,Chai Latte Mix 1kg; Espresso Beans Ethiopia 1kg
S00126,Goods shipped,2025-11-12T07:03:41+00:00,Ola Wiśniewska,WAW/OUT/00054,,history,,Biurowiec Mokotowska,Poland,Piotr Zieliński,Warsaw DC,124.00,EUR,Chai Latte Mix 1kg; Espresso Beans Ethiopia 1kg
S00126,Invoice posted,2025-11-13T13:00:52+00:00,Anna Kowalczyk,INV/2025/00112,,history,2025-12-13,Biurowiec Mokotowska,Poland,Piotr Zieliński,Warsaw DC,124.00,EUR,Chai Latte Mix 1kg; Espresso Beans Ethiopia 1kg
S00126,Payment received,2025-12-10T07:01:44+00:00,Anna Kowalczyk,INV/2025/00112,,history,,Biurowiec Mokotowska,Poland,Piotr Zieliński,Warsaw DC,124.00,EUR,Chai Latte Mix 1kg; Espresso Beans Ethiopia 1kg
S00127,Quotation created,2025-11-04T07:32:54+00:00,Piotr Zieliński,S00127,,history,,Restauracja Odra,Poland,Piotr Zieliński,Warsaw DC,164.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00127,Quotation sent,2025-11-04T12:53:15+00:00,Piotr Zieliński,S00127,,history,,Restauracja Odra,Poland,Piotr Zieliński,Warsaw DC,164.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00127,Order confirmed,2025-11-05T07:05:16+00:00,Piotr Zieliński,S00127,,history,,Restauracja Odra,Poland,Piotr Zieliński,Warsaw DC,164.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00127,Goods shipped,2025-11-06T15:42:02+00:00,Ola Wiśniewska,WAW/OUT/00049,,history,,Restauracja Odra,Poland,Piotr Zieliński,Warsaw DC,164.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00127,Invoice posted,2025-11-10T09:57:05+00:00,Anna Kowalczyk,INV/2025/00104,,history,2025-12-10,Restauracja Odra,Poland,Piotr Zieliński,Warsaw DC,164.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00127,Payment received,2026-01-21T07:04:27+00:00,Anna Kowalczyk,INV/2025/00104,,history,,Restauracja Odra,Poland,Piotr Zieliński,Warsaw DC,164.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00128,Quotation created,2025-11-04T11:33:28+00:00,Sophie Lambert,S00128,,history,,Café Parvis,Belgium,Sophie Lambert,Brussels DC,854.00,EUR,Decaf Colombia Beans 1kg; Descaler Tablets x10
S00128,Quotation sent,2025-11-05T07:39:44+00:00,Sophie Lambert,S00128,,history,,Café Parvis,Belgium,Sophie Lambert,Brussels DC,854.00,EUR,Decaf Colombia Beans 1kg; Descaler Tablets x10
S00129,Quotation created,2025-11-04T11:51:03+00:00,Kasia Nowak,S00129,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,597.00,EUR,Earl Grey Tea 500g; Espresso Beans Brazil 1kg; House Blend Beans 1kg; Vanilla Syrup 1L
S00129,Order confirmed,2025-11-05T07:56:35+00:00,Kasia Nowak,S00129,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,597.00,EUR,Earl Grey Tea 500g; Espresso Beans Brazil 1kg; House Blend Beans 1kg; Vanilla Syrup 1L
S00129,Goods shipped,2025-11-06T07:46:16+00:00,Ola Wiśniewska,WAW/OUT/00050,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,597.00,EUR,Earl Grey Tea 500g; Espresso Beans Brazil 1kg; House Blend Beans 1kg; Vanilla Syrup 1L
S00129,Invoice posted,2025-11-10T10:09:15+00:00,Anna Kowalczyk,INV/2025/00106,,history,2025-12-10,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,597.00,EUR,Earl Grey Tea 500g; Espresso Beans Brazil 1kg; House Blend Beans 1kg; Vanilla Syrup 1L
S00129,Payment received,2025-12-31T07:04:25+00:00,Anna Kowalczyk,INV/2025/00106,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,597.00,EUR,Earl Grey Tea 500g; Espresso Beans Brazil 1kg; House Blend Beans 1kg; Vanilla Syrup 1L
S00130,Quotation created,2025-11-04T15:00:49+00:00,Sophie Lambert,S00130,,history,,Campus Kitchen Louvain,Belgium,Sophie Lambert,Brussels DC,44.00,EUR,Barista Apron
S00130,Quotation sent,2025-11-04T15:36:53+00:00,Sophie Lambert,S00130,,history,,Campus Kitchen Louvain,Belgium,Sophie Lambert,Brussels DC,44.00,EUR,Barista Apron
S00130,Order confirmed,2025-11-06T07:31:05+00:00,Sophie Lambert,S00130,,history,,Campus Kitchen Louvain,Belgium,Sophie Lambert,Brussels DC,44.00,EUR,Barista Apron
S00130,Goods shipped,2025-11-07T07:32:11+00:00,Marc Dubois,BRU/OUT/00056,,history,,Campus Kitchen Louvain,Belgium,Sophie Lambert,Brussels DC,44.00,EUR,Barista Apron
S00130,Invoice posted,2025-11-10T10:54:15+00:00,Julie Martin,INV/2025/00107,,history,2025-12-10,Campus Kitchen Louvain,Belgium,Sophie Lambert,Brussels DC,44.00,EUR,Barista Apron
S00130,Payment received,2025-12-01T07:06:44+00:00,Julie Martin,INV/2025/00107,,history,,Campus Kitchen Louvain,Belgium,Sophie Lambert,Brussels DC,44.00,EUR,Barista Apron
S00131,Quotation created,2025-11-04T15:07:47+00:00,Piotr Zieliński,S00131,,history,,Bistro Kazimierz,Poland,Piotr Zieliński,Warsaw DC,32.00,EUR,House Blend Beans 1kg
S00131,Quotation sent,2025-11-05T07:23:32+00:00,Piotr Zieliński,S00131,,history,,Bistro Kazimierz,Poland,Piotr Zieliński,Warsaw DC,32.00,EUR,House Blend Beans 1kg
S00131,Order confirmed,2025-11-06T12:50:39+00:00,Piotr Zieliński,S00131,,history,,Bistro Kazimierz,Poland,Piotr Zieliński,Warsaw DC,32.00,EUR,House Blend Beans 1kg
S00131,Invoice posted,2025-11-07T09:14:06+00:00,Anna Kowalczyk,INV/2025/00099,,history,2025-12-07,Bistro Kazimierz,Poland,Piotr Zieliński,Warsaw DC,32.00,EUR,House Blend Beans 1kg
S00131,Goods shipped,2025-11-12T12:29:00+00:00,Ola Wiśniewska,WAW/OUT/00052,,history,,Bistro Kazimierz,Poland,Piotr Zieliński,Warsaw DC,32.00,EUR,House Blend Beans 1kg
S00131,Payment received,2025-12-01T07:05:20+00:00,Anna Kowalczyk,INV/2025/00099,,history,,Bistro Kazimierz,Poland,Piotr Zieliński,Warsaw DC,32.00,EUR,House Blend Beans 1kg
S00132,Quotation created,2025-11-05T07:44:36+00:00,Tom Peeters,S00132,,history,,Espresso Point Wavre,Belgium,Tom Peeters,Brussels DC,380.00,EUR,Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00132,Quotation sent,2025-11-05T13:42:36+00:00,Tom Peeters,S00132,,history,,Espresso Point Wavre,Belgium,Tom Peeters,Brussels DC,380.00,EUR,Espresso Beans Ethiopia 1kg; Oat Milk Barista 12x1L
S00133,Quotation created,2025-11-05T09:09:55+00:00,Sophie Lambert,S00133,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,522.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00133,Quotation sent,2025-11-05T09:44:07+00:00,Sophie Lambert,S00133,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,522.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00133,Order confirmed,2025-11-06T07:28:37+00:00,Sophie Lambert,S00133,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,522.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00133,Goods shipped,2025-11-07T07:45:16+00:00,Marc Dubois,BRU/OUT/00055,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,522.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00133,Invoice posted,2025-11-07T10:48:22+00:00,Julie Martin,INV/2025/00101,,history,2025-12-07,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,522.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00133,Payment received,2025-12-02T07:15:22+00:00,Julie Martin,INV/2025/00101,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,522.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00134,Quotation created,2025-11-05T13:32:41+00:00,Tom Peeters,S00134,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00134,Order confirmed,2025-11-06T07:21:18+00:00,Tom Peeters,S00134,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00134,Delivery rescheduled,2025-11-07T07:43:09+00:00,Marc Dubois,BRU/OUT/00054,+1.0 days,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00134,Order changed after confirmation,2025-11-07T12:40:40+00:00,Tom Peeters,S00134,amount 684.00 -> 936.00,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00134,Goods shipped,2025-11-10T07:52:53+00:00,Marc Dubois,BRU/OUT/00054,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00134,Invoice posted,2025-11-11T10:19:12+00:00,Julie Martin,INV/2025/00108,,history,2025-12-11,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00134,Payment received,2025-12-01T07:21:54+00:00,Julie Martin,INV/2025/00108,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,936.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00135,Quotation created,2025-11-05T15:48:58+00:00,Tom Peeters,S00135,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,657.00,EUR,Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00135,Quotation sent,2025-11-06T07:21:41+00:00,Tom Peeters,S00135,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,657.00,EUR,Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00135,Order cancelled,2025-12-01T07:47:55+00:00,Tom Peeters,S00135,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,657.00,EUR,Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00136,Quotation created,2025-11-06T07:06:02+00:00,Sophie Lambert,S00136,,history,,Café des Arts Mons,Belgium,Sophie Lambert,Brussels DC,3088.00,EUR,Barista Apron; Cup Lids x1000; Espresso Machine Pro
S00136,Quotation sent,2025-11-06T08:41:22+00:00,Sophie Lambert,S00136,,history,,Café des Arts Mons,Belgium,Sophie Lambert,Brussels DC,3088.00,EUR,Barista Apron; Cup Lids x1000; Espresso Machine Pro
S00136,Order confirmed,2025-11-06T12:58:14+00:00,Sophie Lambert,S00136,,history,,Café des Arts Mons,Belgium,Sophie Lambert,Brussels DC,3088.00,EUR,Barista Apron; Cup Lids x1000; Espresso Machine Pro
S00136,Order cancelled,2025-11-07T07:49:50+00:00,Sophie Lambert,S00136,,history,,Café des Arts Mons,Belgium,Sophie Lambert,Brussels DC,3088.00,EUR,Barista Apron; Cup Lids x1000; Espresso Machine Pro
S00137,Quotation created,2025-11-06T07:06:24+00:00,Kasia Nowak,S00137,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,220.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00137,Quotation sent,2025-11-06T09:50:11+00:00,Kasia Nowak,S00137,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,220.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00137,Order confirmed,2025-11-13T07:15:44+00:00,Kasia Nowak,S00137,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,220.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00137,Goods shipped,2025-11-14T07:52:12+00:00,Ola Wiśniewska,WAW/OUT/00059,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,220.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00137,Invoice posted,2025-11-17T10:18:36+00:00,Anna Kowalczyk,INV/2025/00119,,history,2025-12-17,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,220.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00137,Payment received,2025-12-18T16:19:58+00:00,Anna Kowalczyk,INV/2025/00119,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,220.00,EUR,Green Tea Sencha 500g; House Blend Beans 1kg
S00138,Quotation created,2025-11-06T14:33:46+00:00,Piotr Zieliński,S00138,,history,,Biuro Centrum Wola,Poland,Piotr Zieliński,Warsaw DC,468.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00138,Quotation sent,2025-11-07T07:11:56+00:00,Piotr Zieliński,S00138,,history,,Biuro Centrum Wola,Poland,Piotr Zieliński,Warsaw DC,468.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00138,Order confirmed,2025-11-10T07:54:13+00:00,Piotr Zieliński,S00138,,history,,Biuro Centrum Wola,Poland,Piotr Zieliński,Warsaw DC,468.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00138,Goods shipped,2025-11-11T07:21:22+00:00,Ola Wiśniewska,WAW/OUT/00053,,history,,Biuro Centrum Wola,Poland,Piotr Zieliński,Warsaw DC,468.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00138,Invoice posted,2025-11-12T08:07:50+00:00,Anna Kowalczyk,INV/2025/00111,,history,2025-12-12,Biuro Centrum Wola,Poland,Piotr Zieliński,Warsaw DC,468.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00138,Payment received,2025-12-15T07:35:20+00:00,Anna Kowalczyk,INV/2025/00111,,history,,Biuro Centrum Wola,Poland,Piotr Zieliński,Warsaw DC,468.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00139,Quotation created,2025-11-07T15:27:09+00:00,Kasia Nowak,S00139,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,1224.00,EUR,Descaler Tablets x10; House Blend Beans 1kg
S00139,Quotation sent,2025-11-10T07:31:55+00:00,Kasia Nowak,S00139,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,1224.00,EUR,Descaler Tablets x10; House Blend Beans 1kg
S00139,Order confirmed,2025-11-11T07:27:18+00:00,Kasia Nowak,S00139,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,1224.00,EUR,Descaler Tablets x10; House Blend Beans 1kg
S00139,Goods shipped,2025-11-12T16:07:59+00:00,Ola Wiśniewska,WAW/OUT/00055,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,1224.00,EUR,Descaler Tablets x10; House Blend Beans 1kg
S00139,Invoice posted,2025-11-17T10:19:48+00:00,Anna Kowalczyk,INV/2025/00121,,history,2025-12-17,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,1224.00,EUR,Descaler Tablets x10; House Blend Beans 1kg
S00139,Payment received,2025-12-29T07:28:03+00:00,Anna Kowalczyk,INV/2025/00121,,history,,Hotel Nad Wisłą,Poland,Kasia Nowak,Warsaw DC,1224.00,EUR,Descaler Tablets x10; House Blend Beans 1kg
S00140,Quotation created,2025-11-10T07:18:52+00:00,Sophie Lambert,S00140,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,288.00,EUR,Espresso Beans Ethiopia 1kg
S00140,Quotation sent,2025-11-10T12:35:38+00:00,Sophie Lambert,S00140,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,288.00,EUR,Espresso Beans Ethiopia 1kg
S00140,Order confirmed,2025-11-11T07:47:37+00:00,Sophie Lambert,S00140,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,288.00,EUR,Espresso Beans Ethiopia 1kg
S00140,Order cancelled,2025-11-14T07:11:49+00:00,Sophie Lambert,S00140,,history,,Station Coffee Mechelen,Belgium,Sophie Lambert,Brussels DC,288.00,EUR,Espresso Beans Ethiopia 1kg
S00141,Quotation created,2025-11-10T07:23:06+00:00,Piotr Zieliński,S00141,,history,,Café Nowa Huta,Poland,Piotr Zieliński,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00141,Quotation sent,2025-11-10T07:45:37+00:00,Piotr Zieliński,S00141,,history,,Café Nowa Huta,Poland,Piotr Zieliński,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00141,Order confirmed,2025-11-12T07:16:50+00:00,Piotr Zieliński,S00141,,history,,Café Nowa Huta,Poland,Piotr Zieliński,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00141,Goods shipped,2025-11-14T07:15:02+00:00,Ola Wiśniewska,WAW/OUT/00057,,history,,Café Nowa Huta,Poland,Piotr Zieliński,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00141,Invoice posted,2025-11-17T10:01:59+00:00,Anna Kowalczyk,INV/2025/00118,,history,2025-12-17,Café Nowa Huta,Poland,Piotr Zieliński,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00141,Payment received,2025-12-15T10:01:21+00:00,Anna Kowalczyk,INV/2025/00118,,history,,Café Nowa Huta,Poland,Piotr Zieliński,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00142,Quotation created,2025-11-10T07:29:57+00:00,Kasia Nowak,S00142,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00142,Order confirmed,2025-11-11T11:40:32+00:00,Kasia Nowak,S00142,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00142,Invoice posted,2025-11-11T15:27:32+00:00,Anna Kowalczyk,INV/2025/00110,,history,2025-12-11,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00142,Goods shipped,2025-11-12T07:14:11+00:00,Ola Wiśniewska,WAW/OUT/00056,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00142,Credit note posted,2025-11-26T10:55:02+00:00,Anna Kowalczyk,RINV/2025/00010,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,384.00,EUR,House Blend Beans 1kg
S00142,Payment received,2025-11-27T07:45:23+00:00,Anna Kowalczyk,INV/2025/00110,,history,,Stołówka Politechnika,Poland,Kasia Nowak,Warsaw DC,384.00,EUR,House Blend Beans 1kg
